student_id,student_name,student_address,student_branch,subject_id,subject_professor_id,professor_id,professor_name,subject,score_id,score_student_id,score_subject_id,marks,score_exam_id,exam_id,exam_name,exam_marks
5903, Zikeko, Ghana, foreign languages, 400, 796, 6447, honours degree, foreign language, 6130, 9069, 1607, 32, 7517, 5643, medicine, 39
3887, Rk, Ethiopia, economics, 1052, 3467, 3265, masters's degree, graph theory, 5448, 5366, 7713, 16, 3433, 257, economics, 11
9322, Kaseklo, Central African Republic, economics, 1416, 3922, 3357, masters's degree, physics, 982, 6958, 1429, 8, 2023, 9209, physics, 54
5348, Lmse, Ghana, computer science, 176, 1342, 2119, masters's degree, economics, 4710, 7718, 6758, 57, 3142, 6286, foreign language, 2
7401, Rksekork, Egypt, engineering, 1118, 9577, 9776, masters's degree, programming, 6751, 290, 5881, 83, 8196, 5101, programming, 56
7104, Rklmsek, Egypt, natural science, 4876, 4340, 241, masters's degree, databases, 1227, 1988, 8154, 71, 350, 918, prob. theory, 83
5095, Hamzisekko, Egypt, economics, 4754, 9945, 3590, masters's degree, differential eq., 3849, 6772, 7937, 32, 3381, 3509, programming, 73
6941, Kuzisek, Egypt, economics, 1085, 3073, 8006, doctoral degree, differential eq., 2080, 6753, 1157, 52, 1390, 4624, foreign language, 96
1333, Sakasoke, Ethiopia, foreign languages, 2722, 1955, 4509, masters's degree, foreign language, 1452, 5442, 8570, 62, 9818, 657, medicine, 39
3994, Susek, Egypt, computer science, 1068, 4093, 6661, honours degree, graph theory, 8463, 4692, 5665, 85, 1838, 2497, foreign language, 36
1565, Kark, Ethiopia, engineering, 8133, 4862, 9010, masters's degree, graph theory, 7936, 818, 8325, 64, 8946, 991, math, 48
629, Hamlmke, Cameroon, economics, 4567, 5473, 5347, doctoral degree, graph theory, 6167, 9432, 9514, 19, 9851, 736, foreign language, 72
5767, Lmskselosek, Egypt, computer science, 6632, 4036, 7553, masters's degree, foreign language, 9534, 2602, 8278, 100, 3992, 397, economics, 32
7861, Rekosekzi, Libiya, computer science, 3843, 6505, 4458, doctoral degree, graph theory, 5010, 5326, 4088, 43, 6832, 1338, foreign language, 19
2167, Lmkasusk, Egypt, natural science, 6780, 5393, 4354, doctoral degree, medicine, 3294, 4043, 6723, 12, 5109, 9493, biology, 99
4845, Ko, Central African Republic, computer science, 9984, 4310, 2656, doctoral degree, graph theory, 4681, 7133, 3286, 92, 7443, 4877, economics, 64
3366, Rklomesa, Cameroon, engineering, 6181, 5190, 6755, masters's degree, programming, 269, 259, 7920, 13, 3989, 453, graph theory, 18
2515, Ham, Guinea, computer science, 2341, 1508, 6318, honours degree, social sudies, 8318, 8090, 8007, 36, 5828, 5767, foreign language, 86
9459, Remesalm, Congo, natural science, 6930, 7285, 4131, doctoral degree, prob. theory, 9870, 6118, 1118, 46, 9947, 2476, programming, 31
3741, Solm, Cameroon, foreign languages, 8383, 4258, 1829, doctoral degree, physics, 5970, 5137, 3146, 93, 7675, 1200, economics, 2
393, Sulmselo, Egypt, engineering, 8490, 6539, 5719, doctoral degree, social sudies, 8690, 853, 1418, 56, 3528, 190, differential eq., 34
9891, Sksolo, Ghana, computer science, 1936, 5061, 538, doctoral degree, medicine, 922, 8242, 2166, 51, 6239, 1284, programming, 79
1760, Mekusk, Guinea, natural science, 8009, 1050, 3055, honours degree, databases, 2511, 5397, 4261, 31, 6831, 9155, databases, 100
5708, Rese, Cameroon, natural science, 9420, 4668, 3134, honours degree, biology, 6627, 5460, 29, 44, 6287, 490, math, 100
744, Rkloko, Kenya, computer science, 384, 604, 4223, doctoral degree, physics, 549, 9639, 6506, 61, 2501, 1034, medicine, 40
4286, Rezilmmeko, Congo, economics, 3435, 5818, 2735, honours degree, prob. theory, 2384, 3578, 343, 62, 8524, 3341, foreign language, 8
3533, Lososkseke, Guinea, computer science, 1290, 7062, 2911, masters's degree, economics, 460, 4695, 1616, 15, 743, 6230, math, 97
4183, Hamkosk, Ghana, foreign languages, 5346, 1667, 5862, doctoral degree, programming, 6459, 3462, 707, 13, 7534, 553, differential eq., 36
8915, Se, Guinea, foreign languages, 4315, 5826, 2295, honours degree, programming, 8479, 9811, 1577, 75, 3124, 8751, economics, 48
8289, Korereko, Burundi, economics, 2410, 7976, 4174, doctoral degree, biology, 3599, 3891, 5175, 26, 9562, 6099, medicine, 33
8635, Kahamsorerk, Congo, economics, 8052, 6272, 2035, doctoral degree, social sudies, 2740, 6278, 8235, 60, 8360, 2415, biology, 46
5632, Skzisolm, Mozambique, economics, 17, 1947, 5605, doctoral degree, economics, 8977, 3382, 8066, 76, 8687, 4080, medicine, 60
4798, Serk, Mozambique, economics, 6059, 249, 8276, doctoral degree, differential eq., 3657, 7548, 2592, 29, 7856, 9505, prob. theory, 24
9630, Skrklmmezi, Cameroon, foreign languages, 2514, 162, 884, masters's degree, physics, 9565, 7318, 3675, 71, 6341, 4641, foreign language, 91
2833, Kokokukusa, Egypt, foreign languages, 851, 2290, 5305, masters's degree, programming, 5538, 4624, 9108, 25, 7058, 9848, economics, 8
3010, Sakusulmlo, Libiya, economics, 4858, 6277, 9181, honours degree, medicine, 6595, 6301, 564, 42, 1811, 8809, graph theory, 32
6150, Kususeksa, Guinea, natural science, 4779, 8815, 7889, doctoral degree, math, 9494, 3152, 3128, 50, 4458, 9861, programming, 90
9031, Sarere, Mozambique, engineering, 6371, 7476, 3267, doctoral degree, prob. theory, 3060, 3768, 9866, 5, 2180, 4906, math, 40
3414, Rklokosksek, Central African Republic, foreign languages, 7993, 2228, 5114, honours degree, prob. theory, 2120, 9384, 3281, 44, 3074, 4467, biology, 56
4110, Resosuso, Ethiopia, computer science, 7608, 5038, 6102, doctoral degree, medicine, 3332, 8919, 9131, 57, 1369, 3255, social sudies, 61
629, Losasesek, Guinea, engineering, 7313, 4576, 2304, doctoral degree, foreign language, 5058, 49, 6203, 79, 4935, 8940, programming, 79
7342, Ka, Ghana, computer science, 6391, 9270, 2665, doctoral degree, economics, 1747, 2838, 7425, 85, 460, 8056, graph theory, 43
8693, Rkkesklo, Burundi, engineering, 9724, 9475, 5502, masters's degree, differential eq., 3950, 9559, 1961, 39, 62, 4315, prob. theory, 67
5805, Kukarekosek, Guinea, foreign languages, 7859, 3180, 5924, masters's degree, math, 4340, 3090, 4921, 98, 37, 5641, physics, 70
119, Skme, Congo, foreign languages, 9761, 1717, 878, doctoral degree, social sudies, 7852, 7983, 9512, 26, 898, 3571, math, 45
6213, Kakezilm, Ethiopia, economics, 7205, 5540, 9763, masters's degree, physics, 5246, 3251, 1665, 96, 144, 9548, economics, 77
1141, Seksek, Guinea, computer science, 9904, 6052, 5329, masters's degree, databases, 8857, 6504, 7787, 67, 8458, 3819, differential eq., 92
8983, Sekmehamlome, Libiya, foreign languages, 6326, 9445, 7914, doctoral degree, databases, 1011, 2303, 1098, 67, 1575, 4660, biology, 21
4077, Me, Cameroon, foreign languages, 2629, 4853, 3011, masters's degree, foreign language, 3088, 4852, 3627, 12, 1458, 8774, physics, 95
8963, Mesalm, Mozambique, economics, 7083, 1413, 4466, masters's degree, social sudies, 339, 2109, 6122, 79, 3018, 5686, prob. theory, 10
9531, Melose, Burundi, natural science, 9261, 784, 1956, honours degree, graph theory, 8176, 654, 9700, 10, 5161, 1265, physics, 95
2403, Hamremeloko, Cameroon, engineering, 762, 2675, 4977, masters's degree, prob. theory, 6697, 7666, 6866, 2, 4093, 4461, programming, 90
2231, Kokasurksk, Congo, engineering, 1862, 3742, 6236, doctoral degree, math, 9430, 5901, 5204, 28, 7661, 3496, economics, 83
3557, Loskso, Central African Republic, economics, 8221, 3061, 1633, masters's degree, economics, 1176, 8105, 1788, 56, 3973, 8036, graph theory, 59
2328, Sase, Burundi, natural science, 4994, 7283, 3127, masters's degree, databases, 6479, 1160, 6987, 99, 9626, 7573, economics, 40
4027, Zi, Cameroon, foreign languages, 9289, 5211, 7434, masters's degree, graph theory, 4740, 7506, 3132, 46, 3663, 497, physics, 99
2118, Zimekazi, Mozambique, economics, 4601, 2362, 9641, doctoral degree, graph theory, 8256, 5247, 9852, 79, 300, 4259, graph theory, 35
4800, Ku, Ghana, computer science, 9392, 3738, 6598, masters's degree, foreign language, 5817, 6859, 661, 62, 6464, 9591, databases, 92
7918, Sa, Central African Republic, foreign languages, 3936, 9578, 5448, honours degree, economics, 1109, 2616, 6956, 24, 5778, 9672, differential eq., 34
2507, Melome, Libiya, economics, 8778, 8573, 1746, doctoral degree, math, 1157, 8469, 4, 70, 2153, 4705, graph theory, 2
8720, Sohammesa, Cameroon, economics, 9928, 3236, 2971, doctoral degree, economics, 9289, 1664, 5429, 10, 4572, 5459, economics, 13
1988, Zilo, Congo, natural science, 5047, 3587, 5201, doctoral degree, math, 9066, 350, 3541, 16, 951, 3451, medicine, 62
5415, Zimeseksk, Central African Republic, foreign languages, 7545, 6, 120, masters's degree, foreign language, 3084, 8451, 7969, 43, 2867, 5896, differential eq., 67
7930, Suskkurk, Libiya, foreign languages, 3685, 751, 9818, masters's degree, programming, 1911, 6392, 1069, 52, 9801, 5195, programming, 70
6656, Rk, Libiya, computer science, 9745, 2484, 5079, doctoral degree, programming, 7659, 7152, 9783, 15, 3273, 5306, differential eq., 54
431, Skzi, Guinea, natural science, 2615, 1425, 2972, honours degree, prob. theory, 2023, 9001, 9502, 55, 6594, 2936, graph theory, 84
5818, Ka, Burundi, computer science, 428, 3804, 1997, masters's degree, biology, 1712, 5884, 7455, 87, 1159, 2722, biology, 12
6567, Kasulmseksa, Ethiopia, engineering, 3341, 2336, 1302, doctoral degree, biology, 6775, 9950, 2098, 52, 2474, 4089, prob. theory, 39
1570, Sekre, Congo, economics, 4017, 3441, 2267, masters's degree, biology, 8084, 4367, 8411, 74, 3960, 3389, medicine, 27
175, Selokusask, Cameroon, economics, 5866, 8902, 14, doctoral degree, differential eq., 8444, 2777, 8172, 58, 9149, 797, databases, 5
8929, Hamsa, Central African Republic, engineering, 2126, 1943, 7984, doctoral degree, economics, 1015, 752, 2552, 64, 4388, 9201, social sudies, 85
3929, Su, Libiya, foreign languages, 5927, 706, 6539, doctoral degree, prob. theory, 7053, 8385, 6812, 87, 3061, 9087, economics, 71
146, Me, Ghana, economics, 5006, 1910, 9754, masters's degree, graph theory, 6568, 9852, 4893, 45, 5025, 1519, biology, 9
3196, Suseko, Central African Republic, natural science, 4846, 5037, 3354, honours degree, economics, 7736, 3886, 9489, 70, 7382, 5663, programming, 51
1850, Skkasu, Libiya, foreign languages, 1916, 4403, 8623, doctoral degree, programming, 1178, 1151, 1271, 55, 5833, 8601, graph theory, 35
7962, Loham, Central African Republic, economics, 8584, 5971, 3293, masters's degree, differential eq., 2574, 4201, 4559, 88, 5468, 5008, medicine, 41
8727, Koku, Egypt, foreign languages, 2187, 9544, 4183, doctoral degree, differential eq., 6817, 5617, 1910, 11, 6667, 7094, economics, 21
6765, Relosulo, Ghana, natural science, 9699, 4737, 7703, masters's degree, biology, 704, 1698, 5553, 36, 429, 7944, economics, 11
7034, Reso, Burundi, natural science, 5954, 3239, 5540, doctoral degree, graph theory, 2188, 6436, 9232, 52, 7947, 2799, differential eq., 84
2880, Melm, Ghana, economics, 7030, 5016, 8371, honours degree, programming, 311, 3129, 8463, 100, 3295, 2599, physics, 21
5421, Mekasasek, Egypt, computer science, 169, 9158, 6678, honours degree, databases, 3259, 5116, 7134, 8, 2168, 4487, programming, 90
3462, Rksekskseham, Burundi, economics, 8699, 292, 7235, doctoral degree, prob. theory, 1843, 2270, 9784, 36, 2668, 3773, graph theory, 87
4799, Rkkehamham, Ethiopia, foreign languages, 3787, 7411, 2230, masters's degree, economics, 8550, 6204, 9914, 94, 472, 6402, economics, 72
7079, Zirelm, Central African Republic, computer science, 7140, 1867, 2004, doctoral degree, physics, 667, 54, 9757, 96, 5838, 4683, databases, 75
9909, Ko, Guinea, computer science, 6516, 797, 5311, doctoral degree, math, 1474, 8167, 2704, 14, 5827, 6575, prob. theory, 53
831, Kaka, Cameroon, natural science, 9975, 6270, 2614, masters's degree, prob. theory, 4700, 8328, 3613, 47, 7817, 5738, databases, 92
8825, Zimere, Ethiopia, economics, 2421, 8982, 879, masters's degree, programming, 8742, 89, 610, 11, 1705, 1309, databases, 79
7799, Ka, Burundi, foreign languages, 2588, 1623, 178, doctoral degree, graph theory, 2293, 4683, 335, 96, 2441, 6198, differential eq., 33
5245, Skzi, Egypt, foreign languages, 8064, 701, 4325, masters's degree, math, 2195, 9928, 1048, 21, 1610, 4985, programming, 94
9412, Koskzilm, Burundi, engineering, 8081, 6439, 4041, doctoral degree, medicine, 7495, 7082, 3008, 68, 4537, 401, economics, 28
1295, Rkka, Ghana, economics, 6637, 1917, 752, masters's degree, databases, 313, 2524, 4820, 88, 8522, 9785, foreign language, 92
8839, Me, Ethiopia, computer science, 4854, 6297, 1333, masters's degree, physics, 1561, 3020, 856, 9, 3973, 3278, medicine, 94
3767, Rkreke, Burundi, computer science, 4175, 8203, 451, honours degree, economics, 1788, 6598, 831, 86, 8867, 6870, differential eq., 81
3064, Ke, Ethiopia, economics, 3165, 3641, 1095, honours degree, prob. theory, 5784, 4659, 4315, 29, 3846, 8667, social sudies, 23
7189, Kukesureku, Cameroon, engineering, 427, 2796, 1771, doctoral degree, social sudies, 7666, 1651, 4338, 27, 2231, 7638, graph theory, 96
5508, Keka, Ethiopia, computer science, 4219, 625, 7497, honours degree, physics, 7938, 7388, 7967, 61, 7317, 3853, foreign language, 67
8381, Se, Egypt, foreign languages, 1540, 4566, 2258, masters's degree, graph theory, 6666, 3625, 8449, 47, 8253, 7725, databases, 24
6727, Korkkumesek, Mozambique, economics, 5680, 8331, 6338, doctoral degree, physics, 5444, 1866, 5380, 28, 1652, 6717, graph theory, 11
1295, Sokasekrkku, Ghana, natural science, 8165, 6449, 3868, doctoral degree, programming, 1180, 6004, 7427, 15, 3804, 4971, social sudies, 98
1824, Kuke, Mozambique, engineering, 6825, 6438, 7769, doctoral degree, social sudies, 3181, 6607, 3515, 99, 4402, 2930, social sudies, 92
9121, Sosekelo, Cameroon, natural science, 6962, 7949, 5446, masters's degree, economics, 9199, 1306, 7551, 45, 8611, 2219, foreign language, 62
2672, Sekreseksu, Mozambique, economics, 9243, 8413, 4024, doctoral degree, differential eq., 8651, 9223, 4648, 94, 9059, 195, medicine, 96
868, Kulo, Mozambique, natural science, 9946, 6062, 4562, honours degree, graph theory, 3755, 3136, 3914, 7, 8661, 5199, prob. theory, 77
5446, Rkzilm, Kenya, computer science, 7079, 7446, 6328, doctoral degree, social sudies, 7181, 6920, 1515, 94, 1442, 816, medicine, 70
3119, Lmrehamsek, Guinea, computer science, 7594, 847, 5281, honours degree, social sudies, 2889, 6933, 986, 24, 7312, 7800, medicine, 81
2376, Hamsekkeham, Cameroon, economics, 37, 4014, 137, masters's degree, biology, 4572, 1391, 4298, 32, 7334, 6504, graph theory, 44
385, Ziku, Libiya, foreign languages, 573, 1209, 5706, masters's degree, differential eq., 6396, 2794, 7727, 41, 2368, 4629, medicine, 34
877, Ham, Ghana, natural science, 1944, 9557, 5489, masters's degree, biology, 1749, 997, 4315, 34, 4868, 4826, math, 34
5548, Koskko, Central African Republic, economics, 186, 9071, 9906, masters's degree, graph theory, 7307, 8149, 5976, 87, 468, 2942, foreign language, 49
9826, Rekaremesk, Cameroon, foreign languages, 3128, 1305, 2393, honours degree, prob. theory, 2426, 7475, 6127, 20, 9547, 5398, social sudies, 100
3765, Se, Congo, computer science, 78, 9255, 3062, honours degree, economics, 6031, 4261, 7744, 46, 80, 8486, physics, 39
6625, Sk, Mozambique, natural science, 2510, 5433, 9105, doctoral degree, economics, 697, 5343, 6525, 4, 250, 3283, prob. theory, 12
3117, Lmrkku, Ghana, natural science, 7456, 6072, 3011, masters's degree, databases, 8041, 4578, 8296, 65, 3028, 5309, foreign language, 100
3663, Zi, Egypt, engineering, 9864, 4336, 2455, honours degree, graph theory, 6822, 5852, 1389, 89, 9038, 7964, biology, 64
7822, Hamsumezirk, Kenya, foreign languages, 8983, 7573, 7735, doctoral degree, prob. theory, 899, 2781, 8275, 85, 8602, 2832, medicine, 38
6867, Skskmekezi, Cameroon, engineering, 9568, 678, 4460, doctoral degree, math, 426, 5168, 4416, 29, 364, 8672, differential eq., 43
666, Zi, Central African Republic, computer science, 8493, 1493, 5616, honours degree, graph theory, 3290, 6252, 1287, 9, 4703, 7240, biology, 38
557, Koso, Mozambique, engineering, 3126, 2013, 4974, honours degree, medicine, 4766, 3435, 9139, 65, 7944, 1838, databases, 11
7701, Skrk, Central African Republic, computer science, 2472, 7086, 8458, doctoral degree, graph theory, 8715, 5965, 2866, 16, 2913, 5289, graph theory, 66
4602, Ham, Ghana, natural science, 6757, 3142, 2352, doctoral degree, biology, 6513, 4570, 987, 2, 9014, 8786, graph theory, 32
2935, Kesksoke, Mozambique, computer science, 949, 6801, 7518, masters's degree, biology, 2065, 3620, 3632, 60, 8695, 2470, differential eq., 69
5010, Lmlm, Central African Republic, engineering, 3552, 7113, 1459, doctoral degree, medicine, 2896, 9929, 2087, 75, 5783, 844, differential eq., 69
6738, Su, Egypt, foreign languages, 5981, 3949, 9797, masters's degree, prob. theory, 6120, 6357, 4321, 20, 4776, 6706, social sudies, 76
1038, Kelmham, Congo, foreign languages, 5613, 1171, 7950, doctoral degree, medicine, 9335, 5715, 587, 96, 1636, 5862, economics, 21
4487, Sosaku, Burundi, engineering, 1844, 3081, 3838, masters's degree, programming, 8093, 3281, 8410, 26, 1626, 6195, economics, 57
5696, Skreme, Libiya, engineering, 6133, 2259, 4337, doctoral degree, math, 8805, 8790, 3993, 34, 4909, 2707, prob. theory, 73
5552, Sesosek, Congo, natural science, 8071, 4680, 6963, masters's degree, economics, 6621, 6482, 3221, 52, 5375, 3316, graph theory, 12
39, Re, Congo, computer science, 2071, 5592, 5186, honours degree, social sudies, 7719, 4844, 7264, 74, 9581, 1153, differential eq., 46
101, Lomekuham, Libiya, natural science, 6566, 1711, 982, honours degree, social sudies, 1199, 6030, 9765, 97, 720, 3298, graph theory, 27
1886, Rkrksasek, Libiya, computer science, 9288, 4109, 4230, doctoral degree, physics, 8568, 4238, 3602, 41, 1520, 2303, physics, 76
5969, Karemesksek, Guinea, economics, 1923, 2738, 6066, masters's degree, math, 6777, 3079, 9775, 12, 2200, 6387, medicine, 16
4878, Zizilmke, Egypt, economics, 7707, 9610, 8971, honours degree, economics, 8509, 7298, 3894, 46, 6777, 504, medicine, 59
5235, Ka, Kenya, foreign languages, 8810, 2602, 2689, masters's degree, databases, 7131, 3585, 6470, 42, 930, 9487, medicine, 60
2517, Solosurk, Kenya, computer science, 9056, 3763, 4363, masters's degree, prob. theory, 4109, 7022, 8044, 54, 9470, 7707, biology, 93
7730, Lmre, Libiya, engineering, 4128, 6371, 179, masters's degree, graph theory, 7712, 9091, 471, 13, 38, 1090, databases, 79
6193, Sekkazi, Egypt, economics, 477, 3752, 9928, masters's degree, math, 1476, 2083, 446, 14, 145, 4731, physics, 85
41, Lolmsaham, Guinea, engineering, 6970, 9150, 7041, doctoral degree, social sudies, 3283, 8545, 9620, 59, 8391, 2071, math, 100
4398, Lorkso, Congo, foreign languages, 7953, 5748, 2718, doctoral degree, graph theory, 8377, 1585, 480, 25, 9267, 6408, programming, 33
9111, Sekkekaskku, Kenya, natural science, 7953, 6577, 7377, masters's degree, foreign language, 5175, 1225, 4790, 94, 6558, 5605, databases, 27
5140, Skkomekosu, Kenya, natural science, 9307, 8918, 8208, masters's degree, prob. theory, 8498, 7634, 8016, 44, 4945, 332, graph theory, 82
5138, Kaseksesoham, Kenya, natural science, 7892, 4526, 1466, doctoral degree, physics, 7329, 6883, 5453, 53, 2910, 2496, math, 95
3189, Sa, Ethiopia, engineering, 5776, 5418, 8859, honours degree, differential eq., 9216, 5994, 3801, 99, 9823, 7509, foreign language, 78
5358, Kasukusek, Guinea, natural science, 6819, 637, 1855, doctoral degree, programming, 9060, 5551, 7629, 23, 679, 1016, graph theory, 12
2492, Mekare, Mozambique, foreign languages, 2229, 6214, 9793, masters's degree, medicine, 5269, 3712, 1213, 32, 9057, 5572, social sudies, 61
3585, Zisoko, Guinea, economics, 6404, 7244, 3563, honours degree, biology, 2476, 1599, 184, 71, 8199, 4464, physics, 6
5876, Sa, Cameroon, natural science, 5373, 6894, 2296, masters's degree, social sudies, 7178, 5126, 8261, 66, 517, 3345, math, 85
6187, Lohamsekko, Central African Republic, engineering, 2602, 5822, 6070, masters's degree, social sudies, 9454, 664, 8802, 42, 6624, 8038, programming, 32
7571, Meso, Burundi, natural science, 3408, 6553, 3931, honours degree, programming, 342, 5864, 2582, 4, 7807, 3582, math, 16
6553, Seresarkko, Cameroon, computer science, 4884, 5353, 1603, masters's degree, biology, 1944, 4273, 9607, 73, 5042, 6068, math, 41
3035, Lo, Central African Republic, computer science, 4126, 5883, 2990, doctoral degree, differential eq., 4766, 1797, 6824, 47, 7635, 6002, medicine, 97
2426, Hamskkoso, Egypt, natural science, 3199, 632, 5882, doctoral degree, foreign language, 2323, 811, 2195, 85, 5056, 5150, math, 18
6419, Me, Egypt, foreign languages, 7464, 5302, 4647, honours degree, biology, 8242, 7015, 9146, 22, 371, 5855, medicine, 45
18, Melm, Libiya, engineering, 1923, 526, 9064, masters's degree, math, 4914, 7737, 7029, 6, 7932, 3662, biology, 52
6230, Sekkukuko, Ethiopia, computer science, 2985, 8726, 4750, honours degree, foreign language, 2446, 736, 9585, 83, 6788, 8865, physics, 23
4840, Lmkereham, Cameroon, foreign languages, 7631, 7048, 8347, doctoral degree, foreign language, 2397, 9438, 1297, 74, 8047, 6706, differential eq., 4
7292, Hamhamrklmlm, Ethiopia, economics, 2168, 1333, 8411, doctoral degree, differential eq., 6342, 4000, 8384, 68, 5085, 981, economics, 13
4214, Sekuke, Cameroon, foreign languages, 4472, 1602, 5665, honours degree, math, 7126, 549, 5507, 98, 6341, 6324, differential eq., 23
8733, Kukeham, Egypt, engineering, 2892, 8997, 1483, doctoral degree, differential eq., 6346, 1167, 4241, 31, 2888, 1247, medicine, 33
4923, Hamloseksu, Ghana, engineering, 3674, 2063, 3567, masters's degree, prob. theory, 8843, 609, 6983, 19, 3944, 2369, foreign language, 21
2314, Zilokekaham, Central African Republic, computer science, 5105, 8580, 4156, doctoral degree, biology, 5605, 2170, 3543, 32, 9439, 8356, foreign language, 70
5084, Zilokususek, Kenya, computer science, 4841, 7457, 4896, masters's degree, medicine, 7022, 495, 9212, 89, 1453, 7063, differential eq., 65
8951, So, Burundi, foreign languages, 1600, 6904, 2096, honours degree, prob. theory, 4708, 3936, 5061, 46, 7456, 7628, foreign language, 15
9161, Sek, Central African Republic, foreign languages, 2028, 3590, 1148, honours degree, physics, 1826, 952, 6301, 59, 9292, 4947, social sudies, 85
8001, Skhamzisk, Ghana, natural science, 4007, 991, 8679, masters's degree, math, 6173, 1818, 2921, 85, 1953, 2000, math, 23
7043, Kolm, Ghana, engineering, 958, 2454, 2456, doctoral degree, biology, 1608, 7580, 5386, 20, 4406, 2629, biology, 2
9382, Suse, Libiya, natural science, 8013, 467, 3854, honours degree, programming, 2775, 1368, 7207, 2, 9233, 4926, social sudies, 70
6910, Lmse, Libiya, computer science, 2769, 8781, 3510, doctoral degree, economics, 4504, 5413, 4395, 38, 7351, 3215, economics, 18
6989, Kukesk, Central African Republic, foreign languages, 824, 1190, 3062, masters's degree, databases, 8017, 868, 6714, 1, 5682, 2225, programming, 24
5858, Lokeka, Egypt, foreign languages, 2433, 4202, 5374, masters's degree, medicine, 5275, 9321, 4819, 2, 94, 28, graph theory, 24
1208, Hamku, Kenya, natural science, 4120, 9300, 6655, doctoral degree, physics, 4387, 3370, 9088, 3, 3124, 7427, prob. theory, 58
5763, Sk, Ethiopia, computer science, 5158, 2891, 6482, masters's degree, databases, 5220, 1478, 338, 15, 6638, 6667, programming, 91
7969, Kelosu, Guinea, computer science, 4727, 4083, 5444, masters's degree, databases, 9605, 2747, 5348, 85, 350, 508, differential eq., 52
7350, Sasekekulm, Cameroon, foreign languages, 6398, 625, 6924, honours degree, physics, 101, 6661, 596, 64, 6483, 3253, databases, 87
9482, Hamrksk, Burundi, engineering, 6524, 4778, 9451, masters's degree, economics, 182, 9998, 7807, 49, 2063, 4790, economics, 73
6168, Keseklo, Central African Republic, economics, 272, 5465, 2305, masters's degree, biology, 4870, 5231, 5739, 39, 1821, 6377, math, 10
3233, Lmsasakesu, Kenya, natural science, 4587, 3193, 1050, doctoral degree, foreign language, 6854, 9196, 6060, 36, 3872, 9116, economics, 68
8645, Sameselo, Egypt, natural science, 4447, 7662, 9978, masters's degree, prob. theory, 6931, 6206, 6927, 83, 7006, 2675, biology, 10
7923, Rk, Ethiopia, computer science, 2549, 6585, 1061, masters's degree, graph theory, 8148, 768, 8299, 59, 8157, 6776, math, 92
9659, Sulo, Central African Republic, economics, 4547, 489, 6687, doctoral degree, social sudies, 3244, 7977, 6966, 61, 1347, 452, differential eq., 79
2941, Kekulmka, Congo, economics, 6774, 436, 1124, doctoral degree, programming, 1849, 4747, 6116, 67, 5541, 6339, prob. theory, 31
7922, Kalmhamsk, Ethiopia, natural science, 7160, 5481, 4898, doctoral degree, programming, 3665, 2787, 4116, 89, 5979, 2001, social sudies, 97
5619, Seksukelo, Ghana, computer science, 1557, 5901, 4213, honours degree, math, 5722, 6026, 4212, 89, 4180, 8928, biology, 8
4511, Resekseka, Libiya, economics, 8295, 2779, 63, honours degree, biology, 5425, 2563, 8169, 98, 6822, 305, medicine, 26
7296, Somekalm, Congo, engineering, 19, 1559, 6406, masters's degree, social sudies, 4134, 401, 1710, 91, 8955, 7503, economics, 63
928, Rkrk, Congo, engineering, 5139, 1951, 7700, doctoral degree, social sudies, 9821, 9132, 5458, 20, 7985, 3754, biology, 94
8914, Sekskkuse, Ethiopia, natural science, 8220, 4437, 416, doctoral degree, foreign language, 4001, 4990, 5016, 41, 8398, 1056, prob. theory, 49
2304, Me, Libiya, natural science, 8600, 1794, 3535, doctoral degree, economics, 4782, 5656, 8966, 83, 7105, 1350, graph theory, 36
5352, Sakuka, Ethiopia, foreign languages, 8825, 2367, 6660, masters's degree, graph theory, 4219, 6925, 9561, 100, 6821, 5575, economics, 32
5376, Me, Mozambique, foreign languages, 1029, 2594, 1873, masters's degree, economics, 3264, 6790, 6081, 28, 964, 2777, medicine, 40
3287, Lmsurksek, Ghana, economics, 1618, 9907, 3068, doctoral degree, economics, 1431, 5473, 662, 87, 8966, 6351, medicine, 57
1173, Rerk, Guinea, natural science, 8604, 242, 3694, masters's degree, medicine, 8074, 1370, 6617, 50, 2855, 6060, programming, 86
2362, Kasokome, Ghana, computer science, 7841, 5124, 3437, honours degree, programming, 8880, 827, 4329, 65, 2169, 6351, medicine, 92
9943, Suseksek, Burundi, natural science, 8883, 8929, 5411, doctoral degree, biology, 9680, 5424, 505, 3, 7604, 5716, medicine, 38
5422, Kehamzisu, Ghana, economics, 6908, 523, 60, honours degree, economics, 2878, 1215, 9382, 100, 4290, 5350, prob. theory, 84
5686, Sk, Central African Republic, computer science, 6747, 7560, 3552, honours degree, economics, 8088, 4731, 2887, 5, 8625, 6316, prob. theory, 62
6324, Sekkulmrk, Guinea, economics, 9639, 3603, 1968, doctoral degree, differential eq., 9593, 2318, 5390, 7, 2138, 9187, prob. theory, 60
1108, Serkzilm, Congo, economics, 2803, 3153, 8983, doctoral degree, biology, 7413, 9529, 166, 32, 5171, 6357, physics, 95
8604, Mekese, Central African Republic, engineering, 3345, 5174, 7460, doctoral degree, medicine, 3671, 8554, 1972, 95, 8455, 7966, foreign language, 36
8816, Solo, Libiya, engineering, 6136, 863, 8732, honours degree, social sudies, 2346, 1084, 5820, 11, 2972, 3059, medicine, 66
